id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
2959,PRO BTP,Groupe de protection sociale du Bâtiment et des Travaux Publics,Entreprise,,4274,,Opérationnel,2016,1877.0,899.0,23984.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2959/back/bilans
2960,BTP RESIDENCES MEDIO SOCIALES,EHPAD - SSR,Entreprise,,1881,,Opérationnel,2016,4875.0,922.0,12232.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2960/back/bilans
2961,BTP VACANCES,Hébergement touristique,Entreprise,,247,,Opérationnel,2016,986.0,629.0,56753.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2961/back/bilans
2962,Conseil Départemental Seine-Saint-Denis,,Collectivité territoriale (dont EPCI),Départements,7500,15000000.0,,2016,15478.0,4683.0,72353.0,,Oui,3545.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2962/back/bilans
2965,Centre Hospitalier Louis Jaillon (Saint-Claude),"Le Centre Hospitalier Louis Jaillon de Saint-Claude est un établissement public de santé, doté de l’autonomie juridique et financière. 
Il fait partie de la Communauté Hospitalière du Jura Sud qui regroupe le Centre Hospitalier Jura Sud, des sites de Lons-le-Saunier, Champagnole, Orgelet, Arinthod et Saint-Julien et les Centres Hospitaliers de Morez et de Saint-Claude.
C'est un établissement qui comprend 74 lits de MCO, 12 lits de SSR, 126 lits pour l'EHPAD et l'USLD.",Etablissement public,,472,,Opérationnel,2016,789.0,145.0,204.0,,Oui,1194.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2965/back/bilans
2969,DAHER AEROPSACE SAS,"DAHER EST UN ÉQUIPEMENTIER QUI DÉVELOPPE DES SYSTÈMES INDUSTRIELS INTÉGRÉS POUR L’AÉRONAUTIQUE ET LES TECHNOLOGIES AVANCÉES : CONSTRUCTEUR D'AVIONS, ÉQUIPEMENTS & SYSTEMS AÉRONAUTIQUES,LOGISTIQUE & SERVICES,SERVICES NUCLÉAIRES, VANNES",Entreprise,,4023,,Opérationnel,2014,6773.6900000000005,1299.98,0.0,2011.0,Oui,1.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2969/back/bilans
2974,A Votre Bonheur,Services à la personne,Entreprise,,5,,Opérationnel,2018,100.0,1500.0,198148.0,,Oui,,99999.9,93600.0,99999.9,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2974/back/bilans
2975,LES VILLAGES CLUBS DU SOLEIL,"Conception, vente, réalisation de séjour en Villages vacances",Entreprise,,800,,Opérationnel,2017,725.0,235.0,202.0,,Oui,,10.0,10.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2975/back/bilans
2976,Centre Hospitalier Lons-Le-Saunier,"Le CHJS regroupe les sites suivants : Lons le Saunier, Orgelet, Arinthod, Saint-Julien, Champagnole. C'est un établissement de santé qui comprend 387 lis pour la MCO, 100 lits pour le SSR et 464 lits d'EHPAD et USLD.",Etablissement public,,1850,,Opérationnel,2016,1204.0,488.0,422.0,,Oui,1947.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2976/back/bilans
2978,Daher Technologies Sa,Daher Technologies intervient sur une partie des activités de Services et de Transport & Projets du Groupe DAHER,Entreprise,,910,,Opérationnel,2014,2303.0,179.0,1243.0,2011.0,Oui,180.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2978/back/bilans
2980,Conseil Départemental de Meurthe et Moselle,,Collectivité territoriale (dont EPCI),Départements,3020,732153.0,,2016,12016.0,1418.0,0.0,,Oui,1871.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2980/back/bilans
2981,CNP Assurances,Pratiquer des opérations d'assurances sur la vie et de capitalisation et des opérations couvrant les risques de dommages corporels liées aux accidents et à la maladie,Entreprise,,2908,,Opérationnel,2017,2103.06,2051.47,26858.86,2009.0,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2981/back/bilans
2983,Elior Services Facility Management,"Prestations d'accueil, gestion des courriers, entretien des espaces verts, petite maintenance, logistique.",Entreprise,,726,,Financier,2017,18158.0,0.0,8684.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2983/back/bilans
2984,Centre Hospitalier de La Ciotat,"Le Centre Hospitalier de la Ciotat est un établissement public de santé de proximité assurant une action sanitaire de premier plan sur le Territoire dont il a la charge, grâce à l'implication quotidienne de plus de 60 médecins et de 400 agents soignants, médico-techniques, ouvriers et administratifs.",Etablissement public,,550,,Opérationnel,2017,804.8499999999999,165.81,187.45,2011.0,Oui,29.0,,,6.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2984/back/bilans
2985,Nanterre,,Collectivité territoriale (dont EPCI),Communes,2519,93742.0,,2016,5989.0,1711.3899999999999,6628.9,,Oui,3849.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2985/back/bilans
2986,Centre Hospitalier du Pays d'Aix,Centre Hospitalier Médecine Chirurgie Obstétrique,Etablissement public,,2300,,Opérationnel,2017,1814.223,702.0,544.0,,Oui,,2300.0,700.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2986/back/bilans
2989,Centre Hospitalier de Haguenau,"Le Centre Hospitalier de Haguenau est membre du Groupement Hospitalier de Territoire GHT.10, avec 13 autres établissements. Sa vocation est, dans le cadre du service public, d’assurer une mission diagnostique, de surveillance, de traitement et de prévention, d’évaluation des pratiques, pour tout patient, sans distinction sociale. Il met en œuvre une politique continue d’amélioration de la qualité et de sécurité des soins et une gestion des risques. Il s’inscrit dans le développement durable priv",Etablissement public,,1709,,Opérationnel,2017,5629.370000000001,644.4,0.0,2011.0,Oui,627.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2989/back/bilans
2990,SDIS 24,Service Départemental d'incendie et de secours,Etablissement public,,1600,,Opérationnel,2018,965.0,180.0,3026.0,,Oui,,164.0,14.0,330.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2990/back/bilans
2991,SII SA SOCIETE POUR L’INFORMATIQUE INDUSTRIELLE,"Fort de plus de 30 ans d'expertise dans le conseil en technologies et l'intégration de systèmes, le Groupe SII possède l'ensemble des compétences nécessaires à l'accompagnement de ses clients dans leurs besoins d'évolution technologique : études et conseil, ingénierie, intégration de système.",Entreprise,,3496,,Opérationnel,2017,34.0,0.0,5242.0,,Oui,1218.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2991/back/bilans
2992,Centre Hospitalier de Saint-Malo,"Le Centre Hospitalier Broussais assure des soins dans les services de médecine, chirurgie et obstétrique, de soins de suite et de réadaptation, de psychiatrie pour adultes, d’EHPAD et de foyer pour adultes handicapés.",Etablissement public,,2000,,Opérationnel,2017,3530.0099999999998,480.82,749.17,2012.0,Oui,120.0,,,22.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2992/back/bilans
2996,SOURIAU SAS - ESTERLINE,"spécialisé dans la
conception, la fabrication et la
commercialisation de solutions
de connectique",Entreprise,,1000,,Opérationnel,2017,1273.0,1407.0,367.0,,Oui,20.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2996/back/bilans
2997,centre hospitalier de Niort,bilan carbone en comparaison avec l'année 2009 afin de voir l'évolution et l'évaluation des actions du bilan carbone 2009,Etablissement public,,3200,,Opérationnel,2016,2265.0,12377.0,28857.0,,Oui,,12995.0,20.0,1090.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2997/back/bilans
2998,INRAP,"Créé en 2002 en application de la loi de 2001, l'Institut National de Recherches Archéologiques Préventives a pour mission de réaliser les opérations d'archéologie préventives conformément aux prescriptions de l'Etat. Il assure l'exploitation scientifique des opérations d'archéologie préventive et la diffusion de leurs résultats. Il concourt à l'enseignement, à la diffusion culturelle et à la valorisation de l'archéologie.",Etablissement public,,2210,,Opérationnel,2016,2420.0,275.0,21763.0,2011.0,Oui,353.0,,,797.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2998/back/bilans
2999,Maison départementale de Retraite de l'Yonne,EHPAD,Etablissement public,,450,,Opérationnel,2011,439.0,91.0,64.0,,Oui,,3.8,4.5,2.3,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/2999/back/bilans
3000,Ford Aquitaine Industries,"L’entreprise fabrique principalement des équipements pour le secteur automobile : des transmissions, de doubles embrayages et de carters avant de moteurs.

Le procédé de production peut se décomposer selon les étapes suivantes :
	Usinage
	Traitement thermique 
	Lavage
	Finition
	Assemblage",Entreprise,,923,,Opérationnel,2017,4982.0,2602.0,0.0,,Oui,,837.0,10.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3000/back/bilans
3002,Caisse d'Epargne Lorraine Champagne-Ardenne,"La Caisse d'Epargne et de Prévoyance de Lorraine Champagne-Ardenne a pour objet toutes opérations de banque, de services d’investissement et d’intermédiation d’assurance effectuées avec ses sociétaires, les sociétaires des Sociétés Locales d’Epargne qui lui sont affiliées et avec les tiers.",Entreprise,,2190,,Opérationnel,2017,2796.0,1635.0,4349.0,,Oui,,1885.0,5287.0,1605.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3002/back/bilans
3004,Etablissement public de la Réunion des musées nationaux et Grand Palais,"Opérateur culturel par l’organisation d'expositions, la médiation culturelle et numérique, l'édition de livres, la gestion de boutiques au sein de musées...La Rmn-GP, c'est également des ateliers d'art, l'agence photographique, l'acquisition d’œuvres d'art pour les collections nationales, l'accueil de grands salons et évènements.",Etablissement public,,973,,Opérationnel,2016,2090.0,914.0,12092.0,,Oui,1.0,,,512.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3004/back/bilans
3005,CENTRE HOSPITALIER INTERCOMMUNAL D'ELBEUF LOUVIERS VAL DE REUIL,,Etablissement public,,2074,,Opérationnel,2017,2044.7,1735.8,0.0,,Oui,0.0,,,24.2,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3005/back/bilans
3006,Le Grand Périgueux,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,500,103200.0,,2016,5639.0,1037.0,1702.0,,Oui,395.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3006/back/bilans
3007,Centre Hospitalier des Quatre Villes,Etablissement public de santé,Etablissement public,,1123,,Opérationnel,2016,1441.0,277.0,8453.0,,Oui,579.0,,,436.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3007/back/bilans
3009,SYNERGIE,Recrutement et mise à disposition de personnel,Entreprise,,1319,,Opérationnel,2017,887.0,72.0,966.0,2013.0,Oui,192.0,,,193.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3009/back/bilans
3013,CH de Novillars,Activité de soins en santé mentale : hospitalisation complète ou prise en charge ambulatoire,Etablissement public,,660,,Opérationnel,2012,2477.0,0.0,0.0,,Oui,,515.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3013/back/bilans
3015,Conseil Départemental de Meurthe et Moselle,,Collectivité territoriale (dont EPCI),Départements,3020,732153.0,,2010,18120.0,1083.0,160555.0,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3015/back/bilans
3016,AGCO SAS,Metalurgie - Assemblage de tracteurs agricoles,Entreprise,,1200,,Opérationnel,2015,5528.653,566.67072,0.0,2011.0,Oui,,564.0,98.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3016/back/bilans
3018,VALEO EMBRAYAGES,Équipementier automobile,Entreprise,,1004,,Opérationnel,2017,2904.757,2285.33,0.0,,Oui,1000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3018/back/bilans
3021,OVH,,Entreprise,,1430,,Opérationnel,2017,446.0,16535.0,50425.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3021/back/bilans
3024,Eutelsat S.A.,Communications par satellites,Entreprise,,567,,Opérationnel,2017,250.0,682.0,2893.0,,Oui,59.0,,,538.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3024/back/bilans
3025,Acodège,"Acodège est une association qui développe des actions de prévention, de soin, d’accueil, d’éducation, de formation et de réinsertion sociale.  Elle regroupe près de 30 établissements, services sociaux ou médicosociaux et a accompagné 6388 personnes en 2016.",Association,,967,,Financier,2016,1330.3,199.7,2210.0,,Oui,153.0,,,25.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3025/back/bilans
3027,Grenoble Ecole de Management,Etablissement d'enseignement supérieur de Commerce,Entreprise,,1194,,Opérationnel,2016,244.96,571.99,6580.614000000001,2013.0,Oui,100.0,,,1000.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3027/back/bilans
3029,Start People,,Entreprise,,745,,Opérationnel,2017,870.0,76.0,0.0,2011.0,Oui,,184.0,16.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3029/back/bilans
3030,Caisse d'Epargne et de Prévoyance Picardie,Banque,Entreprise,,1200,,Opérationnel,2014,1063.0,413.0,12415.0,,Oui,,1.0,2.0,2.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3030/back/bilans
3032,ATALIAN PROPRETE,"ATALIAN Propreté est composé de plus de 100 agences et antennes régionales et est spécialisée dans :
-	Le nettoyage de différents milieux avec une expertise multi-sectorielle et un savoir-faire spécifique ;
-	L’apport de solutions complémentaires aux entreprises clients  avec ses services associés ;",Entreprise,,40000,,Opérationnel,2017,8725.415,442.0,0.0,2011.0,Oui,,873.0,44.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3032/back/bilans
3033,ATALIAN SECURITE,"Le pôle sécurité est spécialisé dans :
- La Surveillance, la Sécurité et la Sûreté ;
- La Sécurité Incendie
En France, ce pôle est constitué par 4 filiales : 
- Lancry (surveillance, sûreté, sécurité incendie) 
- APFS (sûreté aéroportuaire) 
- ACS (capacité cynophile de détection) 
- AST (solutions de sécurité technologiques)",Entreprise,,4600,,Opérationnel,2017,640.0312,20.48,0.0,2011.0,Oui,,64.0,2.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3033/back/bilans
3034,McCAIN ALIMENTAIRE SAS,"Leader du marché des produits surgelés à base de pommes de terre, la mission de McCain est d'offrir à ses consommateurs le meilleur de la pomme de terre alliant valeurs nutritionnelles et plaisir gustatif.",Entreprise,,1065,,Opérationnel,2015,89342.0,13268.0,0.0,2011.0,Oui,1000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3034/back/bilans
3035,ATALIAN MULTITECHNIQUE,"MTO-EUROGEM est spécialisée dans :

- Le Multi technique ;
- Le Multiservice ;",Entreprise,,1200,,Opérationnel,2017,3298.5777,444.1,0.0,2011.0,Oui,,330.0,44.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3035/back/bilans
3036,ATALIAN - PINSON PAYSAGE,"PINSON PAYSAGE a une expertise multisectorielle en aménagement, maintenance et rénovation dans :
 - Les espaces urbains et périurbains ;
 - Les espaces sportifs ;
 - Les espaces de loisirs ;
 - Les espaces naturels.",Entreprise,,850,,Opérationnel,2017,1962.089,38.0,0.0,2011.0,Oui,,196.0,4.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3036/back/bilans
3037,BIC SERVICES,"BIC SERVICES est une filiale du Groupe BIC d'environ 500 salariés, ayant pour objet, en France et à l'étranger:
- toutes activités de prestations de services ; informations et conseils se rapportant à ces activités ;
- et, généralement, toutes opérations financières, commerciales, industrielles, mobilières et immobilières, pouvant se rattacher directement ou indirectement à l’objet ci-dessus ou à tous objets similaires ou connexes, de nature à favoriser son extension ou son développement.",Entreprise,,500,,Opérationnel,2017,1475.0,184.0,0.0,,Oui,83.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3037/back/bilans
3038,GPT du Groupement des Hôpitaux de l'Institut Catholique de Lille,"Hospitalisation, médecine, chirurgie, 
Hébergement (EHPAD)
5 sites (2 hôpitaux, 1 clinique, 2 EHPAD)",Entreprise,,3100,,Opérationnel,2017,799.4,3140.0,201.0,2011.0,Oui,172.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3038/back/bilans
3039,Grand Besancon,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,1179,198248.0,,2015,22396.57,399.0,0.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3039/back/bilans
3040,WORLDLINE,services de paiement et de transaction en ligne.,Entreprise,,3117,,Opérationnel,2017,2412.768,2431.022,0.0,,Oui,48.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3040/back/bilans
3041,CCS,"Prestataire de services pour les entités du Groupe Crédit Mutuel : Moyens de paiement, back-office, support et logistique",Entreprise,,2432,,Opérationnel,2018,746.0,694.0,1384.0,2014.0,Oui,346.0,,,332.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3041/back/bilans
3042,Goodyear Dunlop Tires Amiens Sud,Production de pneumatique,Entreprise,,850,,Opérationnel,2015,345.0,10606.0,0.0,,Oui,,17.0,250.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3042/back/bilans
3043,Goodyear Dunlop Tires Amiens Sud,Production de pneumatiques,Entreprise,,855,,Opérationnel,2016,259.0,11299.0,0.0,,Oui,,13.0,280.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3043/back/bilans
3044,Goodyear Dunlop Tires Amiens Sud,Production de pneumatiques,Entreprise,,810,,Opérationnel,2017,281.0,11299.0,0.0,,Oui,,14.0,227.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3044/back/bilans
3046,Centre Hospitalier Alès Cévennes,Centre hospitalier Alès-Cévennes,Etablissement public,,1662,,Opérationnel,2016,1212.0,690.0,271.0,,Oui,190.2,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3046/back/bilans
3048,ENTREMONT,"Laiterie :
- fabrication d'emmental, de raclette et de fromages fondus
- fabrication de poudres de lait et de sérum",Entreprise,,2300,,Opérationnel,2018,84699.41799999999,10107.0,0.0,2014.0,Oui,7646.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3048/back/bilans
3050,Centre Hospitalier de Brisset,"Le Centre Hospitalier de Brisset est un établissement public de santé qui assure des soins dans les services de médecine, de moyen séjour et d’hébergement.",Etablissement public,,300,,Opérationnel,2017,446.5,54.72,107.25,2014.0,Oui,15.0,,,3.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3050/back/bilans
3052,TechnicAtome,"TechnicAtome est spécialisée dans la conception, la réalisation, la mise en service et le maintien en conditions opérationnelles des réacteurs nucléaires compacts. TechnicAtome emploie environ 1 600 salariés au service de la propulsion navale, la recherche, la médecine nucléaire et la production d’énergie.

TechnicAtome est constitué de trois établissements principaux : 

- Etablissement de Saclay
- Etablissement d'Aix-en-Provence
- Etablissement de Cadarache",Entreprise,,1658,,Opérationnel,2018,798.0,2233.0,5348.0,,Oui,0.0,,,100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3052/back/bilans
3053,Agence de l'Eau Seine-Normandie,"L'Agence de l'eau finance les ouvrages et les actions qui contribuent à préserver les ressources en eau et à lutter contre les pollutions, en respectant le développement des activités économiques, sur son territoire de compétence : le bassin hydrographique de la Seine et des fleuves côtiers normands.",Etablissement public,,490,,Opérationnel,2017,386.0,271.8,2046.1999999999998,,Oui,164.0,,,511.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3053/back/bilans
3055,Conseil départemental de l'Yonne,,Collectivité territoriale (dont EPCI),Départements,1800,350000.0,,2011,18521.0,225.0,59607.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3055/back/bilans
3063,CEMOI Chocolatier,"Fabrication de produits de chocolat, liquide, tablettes, barres gouttes.",Entreprise,,679,,Opérationnel,2017,5384.5,3399.0,712581.0,,Oui,800.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3063/back/bilans
3064,CEMOI Confiseur,"Fabrication de produits de chocolat saisonnier pour noël et pâques, bonbons, moulage en creux...",Entreprise,,1026,,Opérationnel,2017,695.0,3271.0,0.0,,Oui,150.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3064/back/bilans
3065,Reydel Automotive France SAS,"Reydel Automotive France SAS est un acteur majeur du secteur automobile. Equipementier automobile, l'entreprise produit des équipements multiples et dispose de technologies innovantes notamment dans les procédés de transformation des matières plastiques.",Entreprise,,1140,,Opérationnel,2016,3596.0,977.0,1157.0,,Oui,722.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3065/back/bilans
3066,Carcassonne Agglo,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,418,110000.0,,2017,1644.0,685.0,662.0,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3066/back/bilans
3067,Groupe Hospitalier Nord-Essonne,"Etablissement public de santé MCO-SSR : médecine, chirurgie, obstétrique, soins de suite et réadaptation.",Etablissement public,,2930,,Opérationnel,2016,3997.0,655.0,869.0,,Oui,632.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3067/back/bilans
3068,SDMIS,service départemental-métropolitain d'incendie et de secours,Etablissement public,,1549,,Opérationnel,2015,4246.0,681.0,1116.0,,Oui,232.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3068/back/bilans
3070,Grand Port Maritime du Havre,"- Promouvoir le port du Havre 
- Accueillir les navires 
- Faciliter le transit de la marchandise et des passagers 
- Gérer les zones industrielles ou logistiques 
- Gérer et préserver les domaines naturels",Etablissement public,,1214,,Financier,2017,,,,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3070/back/bilans
3071,Centre Hospitalier Intercommunal de la Lauter,"L'établissement a une capacité de 625 lits et places, dont 102 en MCO, 37 en SSR et 486 pour le secteur gériatrique et médico-social. Il dispose d’un service d’urgences et d’un SMUR et est ainsi en mesure de prendre en charge les urgences médicales et chirurgicales.",Etablissement public,,720,,Financier,2017,1316.0,85.0,264.0,2011.0,Oui,140.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3071/back/bilans
3073,ISAGRI,"Créé en 1983, ISAGRI est l’acteur majeur du développement de l’informatique en Europe pour l’agriculture, la viticulture et la profession comptable.

Nous proposons un ensemble de solutions informatiques conçues pour répondre aux besoins administratifs, techniques et économiques des exploitations agricoles et de la profession comptable.",Entreprise,,737,,Opérationnel,2017,716.52,80.18,0.0,,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3073/back/bilans
3074,CENTRE INTERCOMMUNAL D’ACTION SOCIALE CARCASSONNE AGGLO SOLIDARITE,"Carcassonne Agglo Solidarité - CIAS est un établissement public autonome doté d’un budget propre et d’un personnel relevant de son autorité.
Il est administré par un conseil d’administration paritaire composé de 32 membres dont la moitié est élu au sein du conseil communautaire de Carcassonne Agglo et l’autre moitié, nommée par le Président, représente le monde associatif local et les professionnels sociaux.  
Il est présidé de droit par le Président de Carcassonne Agglo, Régis BANQUET.",Etablissement public,,1161,,Opérationnel,2017,211.0,146.0,65.0,,Oui,,106.0,131.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3074/back/bilans
3076,Département de la Moselle,,Collectivité territoriale (dont EPCI),Départements,3200,1045000.0,,2015,15351.0,4306.0,58651.0,2011.0,Oui,1000.0,,,100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3076/back/bilans
3077,LYCEE JACQUES AMYOT,,Etablissement public,,120,,Opérationnel,2017,10.0,0.0,0.0,,Oui,,1.0,1.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3077/back/bilans
3078,Association Saint-François d'Assise,"L’association Saint-François d’Assise (ASFA) est une association Loi 1901, créée le 6 juin 1918 à Saint Denis de La Réunion. Le siège social de l’association se situe au 60 rue Bertin à Saint Denis.

Elle a pour but la prise en charge et l’accompagnement des personnes âgées en difficultés et/ou dépendantes, des enfants et adolsecents atteints de pathologies chroniques et des enfants, adolescents et adultes handicapés.",Association,,556,,Opérationnel,2016,266.0,2251.0,0.0,2012.0,Oui,561.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3078/back/bilans
3079,Vilogia,"Groupe entrepreneurial d’immobilier social, Vilogia possède et gère un patrimoine locatif de plus de 65 000 logements dans les principales zones tendues. Vilogia S.A, 3e Entreprise Sociale pour l’Habitat de France, est l’une des 6 ESH à bénéficier d’un agrément national. Son objectif : loger en priorité les salariés aux revenus modestes et accompagner le développement économique des territoires.",Entreprise,,979,,Opérationnel,2014,95652.0,88293.0,65001.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3079/back/bilans
3080,MAISON DEPARTEMENTALE DE RETRAITE,"L'EHPAD du Creusot, est un établissement public Départemental d'une capacité de 354 places d'hébergement permanent situé à quelques minutes du centre-ville. Il se compose de 4 résidences réparties sur 4 sites : les résidences Demi-Lune, Canada, St Henri, Les Reflets d'argent. 
La résidence Les Reflets d'Argent dispose également de 2 unités Alzheimer de 12 lits chacune ainsi qu'une unité destinée aux personnes handicapées vieillissantes de 28 lits.",Etablissement public,,332,,Financier,2017,134.0,35.0,36.0,,Oui,17.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3080/back/bilans
3081,GERFLOR,"Le Groupe Gerflor conçoit, fabrique et commercialise des solutions innovantes, décoratives, écoresponsables et complètes de sols souples, de revêtements muraux et d’accessibilité, de la pose à la finition pour les professionnels et les particuliers.",Entreprise,,1470,,Opérationnel,2016,20149.47,3302.43,0.0,,Oui,3400.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3081/back/bilans
